transaction_id,customer_id,product_id,quantity,total_amount,transaction_date,payment_method,store_type
TRX001379,605,808,9,115.5,2020-05-02,Bank Transfer,Online
TRX001380,895,704,9,235.97,2023-03-01,Credit Card,Physical Store
TRX001381,997,452,8,554.62,2023-02-09,Bank Transfer,Online
TRX001382,43,679,5,245.94,2020-06-18,PayPal,Physical Store
TRX001383,199,880,3,340.75,2023-03-21,PayPal,Physical Store
TRX001384,278,485,2,498.31,2021-03-25,PayPal,Physical Store
TRX001385,62,417,6,146.27,2022-07-26,Bank Transfer,Online
TRX001386,514,860,8,82.92,2020-08-20,PayPal,Physical Store
TRX001387,679,869,5,415.73,2021-09-13,Cash,Online
TRX001388,843,625,9,322.19,2022-02-18,Debit Card,Online
TRX001389,404,77,5,322.77,2023-05-14,PayPal,Physical Store
TRX001390,895,130,10,858.04,2021-05-13,Debit Card,Online
TRX001391,527,278,5,120.82,2023-11-06,Credit Card,Online
TRX001392,30,818,10,432.4,2021-10-03,Bank Transfer,Physical Store
TRX001393,747,616,5,530.57,2020-07-22,Bank Transfer,Physical Store
TRX001394,154,425,10,743.61,2022-10-17,Debit Card,Physical Store
TRX001395,918,622,8,124.08,2021-05-24,Debit Card,Physical Store
TRX001396,287,112,2,724.27,2023-04-11,Cash,Online
TRX001397,811,121,8,64.34,2023-06-21,Bank Transfer,Physical Store
TRX001398,179,309,1,696.92,2022-08-31,Debit Card,Physical Store
TRX001399,627,588,9,553.24,,Cash,Online
TRX001400,163,481,9,119.27,2022-01-26,Cash,Online
TRX001401,566,453,4,261.28,2021-06-11,Debit Card,Online
TRX001402,459,903,8,675.9,2023-07-07,Debit Card,Physical Store
TRX001403,140,300,1,274.51,2021-07-06,Credit Card,Physical Store
TRX001404,922,448,6,901.72,2023-11-17,Bank Transfer,Online
TRX001405,874,818,4,371.58,2022-10-30,PayPal,Physical Store
TRX001406,931,86,7,823.67,2022-05-30,Credit Card,Physical Store
TRX001407,318,946,3,216.54,2020-11-28,Debit Card,Online
TRX001408,725,320,3,155.63,2022-02-08,Credit Card,Physical Store
TRX001409,986,459,7,209.72,2023-09-04,PayPal,Physical Store
TRX001410,719,597,9,941.48,2021-02-17,Bank Transfer,Physical Store
TRX001411,176,798,2,380.8,2021-08-29,Debit Card,Physical Store
TRX001412,630,788,9,785.62,2020-04-04,Credit Card,Online
TRX001413,494,918,1,265.47,2020-08-05,Cash,Physical Store
TRX001414,993,772,4,826.06,2020-11-07,Debit Card,Physical Store
TRX001415,112,566,5,646.32,2020-09-09,PayPal,Physical Store
TRX001416,996,395,10,962.57,2022-02-16,Debit Card,Online
TRX001417,119,495,4,686.09,2022-03-05,Debit Card,Physical Store
TRX001418,269,282,7,395.53,2021-10-27,Credit Card,Online
TRX001419,4,122,9,294.3,2022-11-10,Debit Card,Online
TRX001420,397,734,10,634.26,2021-08-06,Cash,Online
TRX001421,12,442,10,83.43,2023-06-26,Credit Card,Online
TRX001422,784,917,9,671.92,2020-11-26,PayPal,Physical Store
TRX001423,386,820,8,749.02,2023-04-05,Credit Card,Physical Store
TRX001424,211,766,2,520.02,2022-07-02,Bank Transfer,Physical Store
TRX001425,867,613,8,680.95,2021-08-06,Cash,Online
TRX001426,831,381,5,198.1,2020-07-01,Cash,Physical Store
TRX001427,116,121,6,987.32,2022-10-12,Debit Card,Online
TRX001428,451,571,7,980.59,2023-07-27,Bank Transfer,Physical Store
TRX001429,245,917,10,561.18,2021-05-19,Bank Transfer,Online
TRX001430,695,18,8,925.95,2023-01-28,Credit Card,Online
TRX001431,589,121,7,764.79,2020-11-28,Cash,Online
TRX001432,703,708,1,931.6,2021-02-14,Bank Transfer,Online
TRX001433,209,385,2,132.33,2023-05-05,Credit Card,Physical Store
TRX001434,237,769,3,964.59,2022-12-03,Credit Card,Online
TRX001435,100,659,10,215.84,2023-01-31,Bank Transfer,Online
TRX001436,196,981,8,884.17,2023-08-19,Bank Transfer,Online
TRX001437,516,80,4,898.59,2020-12-28,PayPal,Online
TRX001438,362,70,3,427.12,2021-07-11,Bank Transfer,Physical Store
TRX001439,41,529,3,521.94,,PayPal,Online
TRX001440,708,579,6,129.59,2020-09-25,Cash,Physical Store
TRX001441,614,684,1,640.7,2020-05-16,Cash,Online
TRX001442,358,812,3,783.12,2022-08-03,Bank Transfer,Online
TRX001443,884,834,10,572.69,2020-03-30,PayPal,Online
TRX001444,835,631,5,196.27,2023-02-28,Bank Transfer,Physical Store
TRX001445,108,811,1,-619.23,2021-03-01,Bank Transfer,Physical Store
TRX001446,128,790,2,-306.49,2022-11-11,Cash,Online
TRX001447,33,922,5,60.77,2021-08-09,Cash,Online
TRX001448,636,610,6,670.21,2020-09-13,Credit Card,Physical Store
TRX001449,526,543,9,251.9,2022-12-13,Cash,Physical Store
TRX001450,180,405,2,310.77,2023-01-18,Credit Card,Online
TRX001451,130,10,5,214.96,2020-11-07,PayPal,Physical Store
TRX001452,201,362,2,718.51,2023-11-18,PayPal,Online
TRX001453,844,333,2,991.97,2022-02-08,Bank Transfer,Physical Store
TRX001454,710,502,10,683.68,2023-08-10,Cash,Online
TRX001455,672,659,10,516.96,2023-01-31,Debit Card,Physical Store
TRX001456,82,621,2,-847.39,2023-12-01,PayPal,Online
TRX001457,120,966,8,451.03,2020-11-16,Credit Card,Physical Store
TRX001458,588,569,3,91.66,2022-06-26,Bank Transfer,Physical Store
TRX001459,662,787,4,913.94,2021-03-19,PayPal,Physical Store
TRX001460,971,647,3,423.52,2020-11-14,Credit Card,Physical Store
TRX001461,710,151,6,271.86,2020-01-09,Debit Card,Online
TRX001462,81,566,10,187.76,2020-10-10,Credit Card,Online
TRX001463,901,98,7,676.37,2021-07-15,PayPal,Online
TRX001464,112,772,9,180.41,2023-05-31,Cash,Online
TRX001465,790,22,2,512.59,2021-04-14,Credit Card,Physical Store
TRX001466,342,927,5,784.81,2020-07-16,Debit Card,Online
TRX001467,92,73,9,931.23,2020-06-16,Credit Card,Online
TRX001468,731,63,10,365.6,2022-07-16,Cash,Physical Store
TRX001469,271,728,2,474.04,2020-07-29,Bank Transfer,Physical Store
TRX001470,551,991,5,222.63,2023-04-22,Credit Card,Online
TRX001471,584,551,2,364.08,2023-05-24,PayPal,Online
TRX001472,324,782,3,270.28,2023-09-07,Cash,Physical Store
TRX001473,941,677,10,724.62,2022-10-12,Debit Card,Physical Store
TRX001474,138,383,9,289.52,2022-10-19,Bank Transfer,Physical Store
TRX001475,192,540,9,208.11,2020-10-05,Debit Card,Physical Store
TRX001476,692,729,1,138.91,2021-04-03,Bank Transfer,Physical Store
TRX001477,177,543,8,945.98,2023-01-24,Debit Card,Online
TRX001478,183,996,1,165.76,2020-04-29,Cash,Online
TRX001479,689,446,6,590.12,2021-01-25,Bank Transfer,Online
TRX001480,984,100,6,672.48,2020-08-25,Cash,Physical Store
TRX001481,594,151,8,236.08,2022-12-20,Bank Transfer,Physical Store
TRX001482,592,993,10,705.84,2020-06-05,Cash,Online
TRX001483,902,923,1,225.32,2023-09-24,Cash,Online
TRX001484,857,540,2,-460.82,2022-06-07,Credit Card,Online
TRX001485,576,649,8,439.94,2023-03-08,Credit Card,Physical Store
TRX001486,897,898,7,257.62,2023-03-29,Bank Transfer,Online
TRX001487,936,744,2,432.12,2020-03-16,Cash,Online
TRX001488,83,495,2,469.16,2021-05-22,Bank Transfer,Online
TRX001489,104,831,8,368.39,2022-03-19,PayPal,Online
TRX001490,765,442,2,330.96,2023-06-19,Bank Transfer,Online
TRX001491,377,18,1,478.99,2022-07-10,Cash,Online
TRX001492,554,393,2,458.95,2020-01-29,Bank Transfer,Physical Store
TRX001493,222,1000,10,735.73,2021-09-12,Cash,Online
TRX001494,360,61,9,742.31,2022-08-11,PayPal,Online
TRX001495,119,179,9,450.89,2020-12-06,PayPal,Online
TRX001496,833,634,8,659.29,2023-10-29,Debit Card,Online
TRX001497,71,990,9,405.81,2022-07-06,Cash,Online
TRX001498,226,239,5,343.13,2020-11-30,PayPal,Physical Store
TRX001499,177,980,9,209.63,2021-09-06,PayPal,Online
TRX001500,218,947,5,347.5,2023-10-17,Debit Card,Online
TRX001501,941,977,5,270.29,2022-09-07,Bank Transfer,Physical Store
TRX001502,286,890,3,450.05,2021-11-01,PayPal,Online
TRX001503,589,708,2,730.14,2020-09-30,Bank Transfer,Online
TRX001504,594,155,7,994.34,2023-02-07,Debit Card,Physical Store
TRX001505,192,590,1,489.05,2022-05-13,Bank Transfer,Physical Store
TRX001506,325,477,4,675.58,2023-08-17,Cash,Physical Store
TRX001507,142,523,10,98.2,2020-03-04,PayPal,Online
TRX001508,921,152,9,467.66,2021-08-10,Credit Card,Online
TRX001509,893,235,1,510.94,2021-05-05,Bank Transfer,Online
TRX001510,840,223,10,865.37,2023-08-31,PayPal,Online
TRX001511,583,819,1,903.98,2020-10-09,PayPal,Online
TRX001512,755,763,3,301.15,2023-12-03,Cash,Physical Store
TRX001513,276,880,1,569.69,2021-07-15,Debit Card,Online
TRX001514,299,244,7,864.8,2023-12-24,PayPal,Physical Store
TRX001515,794,526,8,310.33,2021-12-06,Debit Card,Physical Store
TRX001516,312,848,8,136.05,2021-11-11,Cash,Physical Store
TRX001517,346,134,7,220.32,2021-04-22,PayPal,Online
TRX001518,74,950,5,918.99,2020-01-03,Cash,Online
TRX001519,377,341,9,324.44,2020-11-15,Cash,Physical Store
TRX001520,357,891,9,82.71,2022-01-08,Cash,Physical Store
TRX001521,487,427,7,63.86,2021-02-12,Bank Transfer,Physical Store
TRX001522,53,87,10,156.25,,Credit Card,Physical Store
TRX001523,965,492,7,902.1,2022-10-24,Credit Card,Online
TRX001524,811,966,10,659.85,2022-05-13,PayPal,Online
TRX001525,489,547,1,548.41,2023-09-22,Credit Card,Physical Store
TRX001526,994,557,4,606.53,2023-12-07,Debit Card,Physical Store
TRX001527,219,361,5,984.32,2021-11-16,Debit Card,Online
TRX001528,846,743,3,538.7,2023-04-19,PayPal,Physical Store
TRX001529,503,609,1,603.33,2020-02-20,Cash,Physical Store
TRX001530,492,304,10,155.23,2022-07-15,Cash,Online
TRX001531,828,515,2,174.52,2021-06-29,PayPal,Physical Store
TRX001532,9,545,2,100.62,2020-04-07,Cash,Physical Store
TRX001533,907,509,3,203.04,2022-04-15,Cash,Physical Store
TRX001534,496,106,2,636.43,,PayPal,Online
TRX001535,140,595,2,723.45,2022-08-08,Credit Card,Online
TRX001536,666,701,10,475.65,2022-09-22,Credit Card,Online
TRX001537,466,350,4,643.99,2020-11-23,Debit Card,Physical Store
TRX001538,969,76,5,51.35,2022-03-08,Bank Transfer,Physical Store
TRX001539,271,674,2,285.24,2023-08-25,PayPal,Online
TRX001540,149,109,6,984.42,2020-01-30,PayPal,Physical Store
TRX001541,22,216,6,651.93,2022-04-06,Cash,Online
TRX001542,60,532,1,-344.89,2020-12-12,Cash,Online
TRX001543,851,125,1,125.18,2021-03-07,Credit Card,Physical Store
TRX001544,439,55,3,-751.25,2021-11-10,Credit Card,Online
TRX001545,44,101,1,583.6,2023-11-24,Debit Card,Online
TRX001546,448,42,5,364.16,2023-11-26,Credit Card,Online
TRX001547,578,707,7,507.14,2022-07-13,Credit Card,Physical Store
TRX001548,494,392,2,645.84,2023-09-19,Credit Card,Physical Store
TRX001549,926,238,4,969.14,2021-09-23,Debit Card,Online
TRX001550,97,612,5,725.39,2023-08-06,PayPal,Physical Store
TRX001551,422,993,6,331.53,2022-12-05,PayPal,Online
TRX001552,88,330,9,997.86,2023-10-10,Bank Transfer,Physical Store
TRX001553,796,340,5,455.24,2020-04-14,PayPal,Online
TRX001554,485,477,8,615.5,2022-09-12,Debit Card,Physical Store
TRX001555,540,22,1,443.07,2021-08-19,PayPal,Online
TRX001556,872,769,4,744.64,2021-03-18,Cash,Online
TRX001557,13,711,1,941.01,2023-12-14,PayPal,Online
TRX001558,346,515,8,287.47,2023-06-17,Credit Card,Physical Store
TRX001559,100,468,5,367.52,2020-01-09,Debit Card,Online
TRX001560,189,487,4,394.09,,Bank Transfer,Online
TRX001561,531,194,8,680.74,2021-06-11,Cash,Online
TRX001562,310,352,4,816.56,2022-08-01,Debit Card,Physical Store
TRX001563,960,391,4,196.71,2022-05-18,PayPal,Physical Store
TRX001564,554,912,3,906.39,2020-07-27,Debit Card,Physical Store
TRX001565,763,290,7,444.29,2022-12-10,PayPal,Physical Store
TRX001566,181,79,6,830.3,2020-06-17,Cash,Physical Store
TRX001567,571,235,7,293.24,2021-05-08,Credit Card,Online
TRX001568,239,448,7,639.61,2023-09-11,Credit Card,Online
TRX001569,768,17,9,174.84,2021-10-21,Bank Transfer,Physical Store
TRX001570,819,802,6,-65.57,2023-12-01,Credit Card,Physical Store
TRX001571,462,476,3,607.27,2023-06-10,Credit Card,Physical Store
TRX001572,33,372,8,758.01,,Debit Card,Online
TRX001573,317,192,6,103.71,2020-10-29,Cash,Physical Store
TRX001574,123,584,9,335.21,2021-09-19,Credit Card,Physical Store
TRX001575,281,942,10,159.8,2020-09-01,Cash,Physical Store
TRX001576,533,91,8,91.11,2021-08-31,PayPal,Online
TRX001577,16,923,8,47.01,2023-02-22,Bank Transfer,Physical Store
TRX001578,441,828,4,774.33,2021-07-28,Bank Transfer,Online
TRX001579,530,533,8,675.11,2021-04-29,PayPal,Online
TRX001580,860,240,1,468.75,2022-11-30,Credit Card,Online
TRX001581,783,400,4,258.03,2020-03-20,Debit Card,Physical Store
TRX001582,744,260,2,86.32,2021-12-15,Cash,Online
TRX001583,229,739,5,652.54,2021-07-22,Debit Card,Physical Store
TRX001584,440,962,7,797.33,2020-08-25,Credit Card,Online
TRX001585,434,169,3,-42.73,2022-08-18,Bank Transfer,Online
TRX001586,823,265,4,389.44,2023-12-05,Cash,Online
TRX001587,553,661,6,-979.67,2020-04-10,Credit Card,Physical Store
TRX001588,993,176,10,608.06,2023-10-07,Credit Card,Physical Store
TRX001589,382,983,9,311.86,2021-01-03,Bank Transfer,Online
TRX001590,113,741,1,756.89,2021-10-30,Bank Transfer,Online
TRX001591,884,212,8,707.83,2020-06-25,Bank Transfer,Physical Store
TRX001592,464,663,5,40.39,2023-10-29,Cash,Physical Store
TRX001593,267,96,9,658.43,2020-12-11,Cash,Online
TRX001594,575,561,1,435.86,2022-03-18,Cash,Physical Store
TRX001595,680,240,2,806.02,2023-10-05,Bank Transfer,Physical Store
TRX001596,947,12,8,192.47,2022-09-09,Credit Card,Online
TRX001597,201,985,6,373.1,2021-01-19,Debit Card,Physical Store
TRX001598,528,592,6,200.89,2021-05-20,Bank Transfer,Online
TRX001599,15,777,3,366.03,2020-10-01,Credit Card,Physical Store
TRX001600,879,134,7,-895.91,2022-07-02,Bank Transfer,Online
TRX001601,920,992,1,17.16,2020-01-08,Bank Transfer,Online
TRX001602,484,713,5,92.26,2021-11-15,Debit Card,Online
TRX001603,92,937,1,913.04,2022-06-07,Credit Card,Physical Store
TRX001604,14,60,6,987.37,2020-08-13,Credit Card,Physical Store
TRX001605,831,570,8,227.32,2020-06-30,PayPal,Online
TRX001606,992,801,3,272.23,,Debit Card,Online
TRX001607,453,31,5,735.13,2023-12-14,Credit Card,Physical Store
TRX001608,284,866,2,523.23,2020-09-12,PayPal,Physical Store
TRX001609,546,428,7,488.99,2021-10-28,Cash,Physical Store
TRX001610,1000,422,9,615.99,2021-07-15,Cash,Online
TRX001611,316,516,4,316.23,2023-05-25,Credit Card,Online
TRX001612,954,863,2,190.96,,Cash,Physical Store
TRX001613,445,824,10,-584.09,2021-02-11,PayPal,Physical Store
TRX001614,173,852,9,364.15,2021-03-07,PayPal,Online
TRX001615,157,24,9,825.28,2021-11-28,Bank Transfer,Physical Store
TRX001616,820,969,4,104.16,2023-09-12,Bank Transfer,Physical Store
TRX001617,110,332,4,507.13,2021-05-26,Bank Transfer,Online
TRX001618,464,114,5,782.74,2021-05-20,Debit Card,Physical Store
TRX001619,672,589,5,976.49,2021-10-24,Cash,Physical Store
TRX001620,718,268,6,119.52,2021-10-29,Debit Card,Physical Store
TRX001621,212,365,4,486.98,2022-09-08,PayPal,Physical Store
TRX001622,883,534,9,895.46,,Debit Card,Physical Store
TRX001623,594,719,5,996.97,2020-07-13,Credit Card,Physical Store
TRX001624,492,624,3,815.95,2022-12-29,Cash,Physical Store
TRX001625,138,436,4,867.0,2020-12-25,Bank Transfer,Online
TRX001626,805,36,5,630.89,2022-11-21,Debit Card,Online
TRX001627,413,389,10,666.49,2023-01-21,Bank Transfer,Physical Store
TRX001628,975,712,5,697.52,2020-05-25,Debit Card,Physical Store
TRX001629,638,23,5,596.86,,Cash,Physical Store
TRX001630,947,746,4,536.64,2020-03-01,Cash,Physical Store
TRX001631,483,954,8,28.24,2020-10-06,Debit Card,Online
TRX001632,483,124,3,728.18,2020-08-07,Debit Card,Physical Store
TRX001633,700,127,10,849.91,2021-10-31,PayPal,Online
TRX001634,175,503,4,787.4,2021-12-04,Debit Card,Online
TRX001635,424,424,4,119.44,2021-01-31,PayPal,Physical Store
TRX001636,854,55,10,192.8,2023-01-11,Debit Card,Physical Store
TRX001637,615,323,9,-736.28,2020-12-27,Credit Card,Physical Store
TRX001638,166,370,7,376.27,2021-05-23,Credit Card,Physical Store
TRX001639,437,516,6,744.8,2023-03-06,Credit Card,Online
TRX001640,1000,15,2,998.31,2022-10-17,Debit Card,Online
TRX001641,189,857,1,612.32,2021-09-15,PayPal,Physical Store
TRX001642,137,931,6,415.77,2023-03-10,Debit Card,Online
TRX001643,365,903,2,471.24,2021-01-06,PayPal,Online
TRX001644,920,899,10,-432.24,2021-06-23,Bank Transfer,Physical Store
TRX001645,927,493,1,905.74,2022-06-23,Debit Card,Physical Store
TRX001646,656,453,7,275.67,2021-09-13,Cash,Physical Store
TRX001647,871,882,10,274.17,2023-09-24,Cash,Online
TRX001648,395,921,5,367.19,2020-10-19,Cash,Physical Store
TRX001649,75,889,2,250.46,2022-08-15,Credit Card,Online
TRX001650,209,553,4,328.98,2023-03-14,Bank Transfer,Physical Store
TRX001651,874,244,6,-139.69,2022-07-17,Cash,Online
TRX001652,790,158,10,103.3,2020-08-30,Bank Transfer,Online
TRX001653,218,153,6,924.63,2020-01-17,Debit Card,Online
TRX001654,106,602,9,125.79,2020-07-31,PayPal,Online
TRX001655,821,366,1,995.67,2022-09-03,Debit Card,Physical Store
TRX001656,165,892,3,255.49,2020-12-18,Cash,Online
TRX001657,972,935,1,385.85,2022-10-29,Bank Transfer,Online
TRX001658,715,825,3,939.08,2023-07-26,Bank Transfer,Physical Store
TRX001659,641,766,4,648.2,2022-03-13,Cash,Online
TRX001660,388,281,6,328.64,2023-06-14,Credit Card,Online
TRX001661,135,600,10,195.44,2020-04-24,Debit Card,Online
TRX001662,198,198,2,414.19,2022-03-12,Debit Card,Online
TRX001663,366,90,1,771.76,2021-06-27,Debit Card,Physical Store
TRX001664,602,16,9,825.4,2023-11-14,Debit Card,Online
TRX001665,419,491,7,459.84,2020-06-25,Debit Card,Online
TRX001666,843,432,6,-801.74,2021-04-06,Bank Transfer,Physical Store
TRX001667,179,140,10,253.45,2022-07-26,Cash,Online
TRX001668,260,374,9,582.31,2023-06-23,PayPal,Online
TRX001669,597,548,6,71.3,2023-12-23,Credit Card,Online
TRX001670,483,541,6,521.48,2022-08-22,Debit Card,Online
TRX001671,491,19,4,363.16,2021-08-29,PayPal,Online
TRX001672,101,8,6,752.08,2020-12-19,PayPal,Online
TRX001673,379,558,3,463.58,2022-10-27,Credit Card,Online
TRX001674,138,561,7,175.45,2021-11-13,Cash,Online
TRX001675,54,445,8,247.07,2023-12-16,Credit Card,Physical Store
TRX001676,922,897,6,220.8,2023-10-30,Cash,Online
TRX001677,590,238,9,732.46,2021-11-23,Bank Transfer,Online
TRX001678,565,642,7,160.24,2023-06-28,PayPal,Online
TRX001679,324,946,2,715.81,2021-01-29,Debit Card,Physical Store
TRX001680,264,208,3,100.79,2021-04-13,Bank Transfer,Physical Store
TRX001681,311,113,3,338.17,2020-08-21,Credit Card,Physical Store
TRX001682,34,22,2,613.46,2022-01-31,Debit Card,Physical Store
TRX001683,957,737,3,318.75,2022-03-26,Bank Transfer,Physical Store
TRX001684,941,551,7,566.82,2020-06-03,PayPal,Online
TRX001685,955,406,4,702.06,2021-12-27,Cash,Online
TRX001686,262,912,6,641.0,2021-04-09,PayPal,Online
TRX001687,286,583,8,867.08,2020-12-11,Credit Card,Physical Store
TRX001688,384,299,5,464.05,2023-01-15,Cash,Physical Store
TRX001689,197,313,4,446.49,2021-03-23,Bank Transfer,Online
TRX001690,604,887,7,897.77,2023-04-19,Bank Transfer,Physical Store
TRX001691,776,774,7,854.66,2022-04-08,Credit Card,Physical Store
TRX001692,959,243,10,44.94,2023-05-25,Cash,Online
TRX001693,400,421,6,538.56,2021-01-22,Cash,Online
TRX001694,886,364,10,531.21,2021-02-03,PayPal,Physical Store
TRX001695,948,324,3,841.47,2020-04-17,Debit Card,Physical Store
TRX001696,785,282,4,491.76,2020-11-28,Debit Card,Physical Store
TRX001697,56,714,7,600.72,2022-05-01,Cash,Online
TRX001698,270,272,3,51.31,2021-09-17,Debit Card,Online
TRX001699,911,530,9,-772.99,2021-09-03,Debit Card,Physical Store
TRX001700,414,622,9,30.52,2023-06-04,Cash,Physical Store
TRX001701,977,59,6,38.55,2023-12-06,Bank Transfer,Online
TRX001702,673,82,9,519.39,2023-07-07,Bank Transfer,Physical Store
TRX001703,455,91,6,381.6,2020-12-30,Debit Card,Physical Store
TRX001704,850,562,5,754.41,2020-12-29,Cash,Physical Store
TRX001705,855,522,5,-687.01,2023-06-22,Bank Transfer,Online
TRX001706,190,876,10,288.49,2020-01-01,Debit Card,Physical Store
TRX001707,168,954,3,256.73,2022-05-12,Credit Card,Online
TRX001708,84,491,3,937.92,2023-03-08,Credit Card,Online
TRX001709,255,889,9,398.66,2022-03-03,PayPal,Physical Store
TRX001710,712,558,8,526.88,2023-11-13,Cash,Physical Store
TRX001711,21,899,1,509.07,2023-10-24,Debit Card,Online
TRX001712,546,12,4,993.01,2021-01-29,Debit Card,Online
TRX001713,877,854,2,930.05,2022-01-18,PayPal,Online
TRX001714,783,75,4,596.12,2023-06-16,Debit Card,Online
TRX001715,752,591,5,79.96,2022-05-08,Bank Transfer,Online
TRX001716,834,372,6,612.49,2023-05-15,Credit Card,Physical Store
TRX001717,273,88,4,687.13,2021-06-05,Cash,Online
TRX001718,304,82,7,-302.86,2022-11-13,Debit Card,Physical Store
TRX001719,454,590,10,771.74,,Credit Card,Online
TRX001720,842,897,5,176.87,2023-08-17,Cash,Online
TRX001721,711,612,3,791.53,2023-07-29,Debit Card,Online
TRX001722,873,969,9,871.75,2020-10-25,Cash,Online
TRX001723,357,553,7,969.72,2020-05-14,PayPal,Online
TRX001724,427,352,9,320.67,2023-10-12,Bank Transfer,Online
TRX001725,305,648,4,-685.47,2023-12-07,Debit Card,Physical Store
TRX001726,42,180,2,657.47,2023-02-12,Cash,Physical Store
TRX001727,309,328,6,163.85,2021-06-08,Debit Card,Online
TRX001728,442,502,5,87.39,2022-07-08,Debit Card,Physical Store
TRX001729,729,696,5,727.49,2020-02-14,PayPal,Physical Store
TRX001730,256,691,2,873.28,2023-05-16,PayPal,Physical Store
TRX001731,505,859,8,979.99,2021-10-07,Credit Card,Online
TRX001732,10,92,5,371.72,2023-12-14,PayPal,Online
TRX001733,358,617,8,561.71,2023-01-30,Debit Card,Physical Store
TRX001734,927,288,10,930.83,2023-04-06,Debit Card,Online
TRX001735,49,347,8,459.93,2021-12-29,PayPal,Online
TRX001736,920,309,10,376.65,2020-11-24,Debit Card,Online
TRX001737,828,765,3,410.12,2023-10-11,Bank Transfer,Physical Store
TRX001738,688,40,10,483.91,2020-08-31,Cash,Physical Store
TRX001739,258,267,8,237.29,2021-07-26,PayPal,Physical Store
TRX001740,423,596,7,958.55,2022-10-28,Debit Card,Online
TRX001741,528,793,2,298.5,2023-03-03,Bank Transfer,Physical Store
TRX001742,871,735,5,956.7,2023-01-18,Bank Transfer,Online
TRX001743,734,923,7,531.57,2021-08-22,PayPal,Physical Store
TRX001744,803,320,2,271.47,2022-03-14,Debit Card,Online
TRX001745,489,409,1,55.12,2021-06-06,Credit Card,Physical Store
TRX001746,868,558,8,721.78,2022-07-03,Cash,Physical Store
TRX001747,942,442,7,418.47,2023-07-15,Credit Card,Physical Store
TRX001748,331,480,9,658.32,2021-07-14,Bank Transfer,Physical Store
TRX001749,799,32,3,201.75,2021-03-29,PayPal,Physical Store
TRX001750,337,32,5,292.81,2022-05-22,Bank Transfer,Online
TRX001751,719,849,8,15.08,2023-10-29,Cash,Physical Store
TRX001752,981,399,3,686.8,2023-08-03,Credit Card,Online
TRX001753,330,240,2,106.02,2020-01-21,Debit Card,Physical Store
TRX001754,81,13,7,825.11,2022-07-24,PayPal,Physical Store
TRX001755,108,619,5,848.78,2022-07-22,PayPal,Online
TRX001756,45,785,6,48.51,2020-06-17,Debit Card,Physical Store
TRX001757,337,847,5,927.53,2022-09-09,Debit Card,Online
TRX001758,244,903,2,164.21,2021-08-21,Credit Card,Online
TRX001759,729,632,8,589.46,2022-08-03,Cash,Online
TRX001760,649,17,7,439.3,2022-02-05,Bank Transfer,Physical Store
TRX001761,894,862,4,470.9,2022-09-07,Bank Transfer,Physical Store
TRX001762,105,238,1,35.77,2022-11-19,Cash,Physical Store
TRX001763,586,947,7,581.08,2021-09-23,Debit Card,Online
TRX001764,429,355,6,642.51,2020-04-18,PayPal,Online
TRX001765,947,720,10,327.26,2023-04-05,PayPal,Online
TRX001766,507,210,7,857.2,2021-09-14,PayPal,Online
TRX001767,829,40,4,-910.5,2022-05-26,PayPal,Online
TRX001768,497,251,5,172.88,2020-01-15,Credit Card,Online
TRX001769,945,708,6,878.95,2023-04-28,Bank Transfer,Online
TRX001770,470,976,10,290.6,2021-02-01,Bank Transfer,Physical Store
TRX001771,853,505,6,476.71,2023-12-18,Debit Card,Online
TRX001772,629,332,6,740.24,,Debit Card,Online
TRX001773,111,836,5,753.33,2021-10-02,PayPal,Physical Store
TRX001774,5,470,1,785.63,2021-09-19,Bank Transfer,Physical Store
TRX001775,469,852,8,806.89,2022-12-13,Debit Card,Online
TRX001776,470,154,3,185.51,,Cash,Physical Store
TRX001777,791,954,9,803.6,2020-06-09,Debit Card,Online
TRX001778,789,797,3,54.36,2020-09-08,Credit Card,Physical Store
TRX001779,484,627,7,848.51,2021-01-23,PayPal,Online
TRX001780,992,98,3,622.91,2020-11-26,Credit Card,Physical Store
TRX001781,243,938,5,801.58,2020-02-25,Bank Transfer,Online
TRX001782,343,997,9,799.64,2021-03-07,Cash,Physical Store
TRX001783,780,329,8,736.65,2021-08-31,Debit Card,Physical Store
TRX001784,518,489,1,232.34,2023-06-22,Cash,Physical Store
TRX001785,592,152,10,29.88,2020-02-20,Cash,Online
TRX001786,960,936,8,666.47,2023-12-18,Bank Transfer,Physical Store
TRX001787,630,924,2,888.41,2023-07-05,Debit Card,Online
TRX001788,232,746,10,696.72,2023-01-23,Cash,Physical Store
TRX001789,377,401,8,711.62,2023-06-08,PayPal,Physical Store
TRX001790,958,433,3,401.14,2022-07-11,Bank Transfer,Online
TRX001791,513,684,7,215.38,2020-02-29,Bank Transfer,Online
TRX001792,702,548,4,995.47,2021-04-10,Bank Transfer,Physical Store
TRX001793,405,288,2,875.02,2022-01-28,Debit Card,Online
TRX001794,144,281,6,659.5,2023-09-15,PayPal,Online
TRX001795,429,349,2,557.89,2022-10-22,Bank Transfer,Physical Store
TRX001796,598,207,8,-44.16,2021-08-15,Cash,Online
TRX001797,73,966,4,224.39,2023-11-17,Debit Card,Online
TRX001798,193,503,4,14.66,2023-07-24,PayPal,Online
TRX001799,270,152,10,74.77,2021-11-11,Credit Card,Physical Store
